review_id,review_stars,word_count,lexical_diversity,correct_spell_ratio,price_included,procon_included,joy,love,affection,liking,enthusiasm,sadness,dislike,despair,horror,distress,FleschReadingEase,user_review_count,yelping_months,degree,betweenness,eigenvector,business_stars,business_review_count,class
"""-hVaAtZH1WLQ3IQvl_WbbQ""",5,17,1,0.941176471,0,0,0,0,0,0,0,0,0,0,0,0,70.01,9,33,0,0,0,4,690,not_useful
vYar_r6r1E6L29ACEK-uyA,5,178,0.668539326,0.792134831,0.016853933,0,0,0,0,0,0,0,0,0,0,0,75.6131,165,41,0,0,0,4,12,useful
JvebHeNnuzu5TBFzXzVksg,5,70,0.742857143,0.857142857,0,0,0,0.014084507,0,0,0,0,0,0,0,0,77.0292,3,3,2,9.27E-08,0,3.5,17,not_useful
J9lokjl99jcN17nha7Go0Q,5,63,0.777777778,0.873015873,0,0,0,0,0,0,0,0,0,0,0,0,78.4446,10,25,0,0,0,3,176,not_useful
mg8Z16l8uYDeXsmTq__6eA,2,75,0.786666667,0.826666667,0,0,0,0,0,0,0,0,0,0,0,0,68.9204,42,83,0,0,0,3,246,useful
Wa57iGeLjPVXWnAn34WM-w,5,25,0.84,0.88,0,0,0,0,0,0,0,0,0,0,0,0,81.065,25,50,1,0,0.000293,4.5,18,not_useful
VMpVhGQPJK_p2VsqKvEJKA,1,92,0.760869565,0.880434783,0,0,0,0,0,0,0,0,0,0,0,0,74.137,5,32,0,0,0,4,1693,not_useful
l-yaxcO7lcCrvwzSiUUp1Q,5,218,0.674311927,0.825688073,0.027522936,0,0,0.00456621,0,0,0,0,0,0,0,0,56.4396,227,6,93,0.000695,0.031515149,4.5,618,useful
rIfyijBUvEJnTBnmLM535Q,5,31,0.838709677,0.870967742,0,0,0,0,0,0,0,0,0,0,0,0,66.74,1,11,0,0,0,5,172,not_useful
TULRyuST-zrv1C0LonGPoA,2,287,0.522648084,0.888501742,0.020905923,0,0,0,0,0,0,0,0,0,0,0.003472222,85.5823,8,23,1,0,0,3.5,54,useful
MXNQeALcZMOpVYsj3jfV7g,3,187,0.705882353,0.877005348,0.005347594,0,0,0,0,0,0,0,0,0,0,0,72.3152,167,20,15,9.08E-05,0.003055785,3.5,239,useful
ocCtO2dgq5oi7qhZOy3BvA,4,265,0.58490566,0.905660377,0.011320755,0,0,0,0,0,0,0,0,0,0,0,89.2826,82,23,3,2.12E-07,2.54E-05,4.5,35,useful
LEk-RxqiSjguhLwi5jqIEA,3,187,0.593582888,0.893048128,0.005347594,0,0,0,0,0,0,0,0,0,0.005319149,0,89.075,84,28,2,3.79E-06,0.00077,4.5,21,useful
7nyICep474X7aS8vfz4Bog,1,80,0.7125,0.8375,0.0125,0,0,0,0,0,0,0,0,0,0,0,88.7315,69,28,0,0,0,2,115,useful
cZ_1zvlA3hAjCSGy4z5YPA,2,110,0.8,0.881818182,0.009090909,0,0,0,0,0,0,0,0,0,0,0,83.5869,29,74,0,0,0,4,638,not_useful
8r17oB-JdNz_zQ-fIKnqjg,1,79,0.734177215,0.886075949,0.050632911,0,0,0,0,0,0,0,0,0,0,0,89.3099,111,63,0,0,0,3,442,useful
RKIzx4GedKf-DKrH9fUd0A,3,51,0.764705882,0.921568627,0,0,0,0,0,0,0,0,0,0,0,0,92.6065,15,20,4,9.09E-05,0.000267,4.5,692,useful
2qqEUigxxtOn5ALil-b7bg,4,108,0.685185185,0.935185185,0,0,0,0,0,0,0,0,0,0,0,0,76.2271,48,2,9,3.92E-05,0.003152772,4,99,useful
WXnFdYEuAz-v1cL38YG30Q,5,59,0.813559322,0.830508475,0,0,0,0,0,0,0,0,0,0,0,0,90.7232,65,42,0,0,0,4,72,useful
LHwPnajR1m7FNVYcGMlYjg,5,32,0.6875,0.90625,0,0,0,0.03030303,0,0,0,0,0,0,0,0,97.8229,1,27,0,0,0,5,42,not_useful
K7v-CVsNBGuORvkoBJOkog,5,170,0.741176471,0.905882353,0,0,0,0,0,0,0,0,0,0,0,0,63.3239,32,78,0,0,0,4.5,914,not_useful
QKzQG7pObpNuLhpoQkaTHQ,4,98,0.714285714,0.908163265,0,0,0,0,0,0,0,0,0,0,0,0,79.3986,757,28,256,0.003271302,0.085510386,3,10,useful
1r3C57BguumH1tuIE6K6zQ,5,299,0.608695652,0.909698997,0,0,0,0.003333333,0,0,0,0,0,0,0,0,85.2793,457,49,133,7.00E-04,0.05650691,4.5,86,useful
8At9tXaSnlhujluOEKUJNA,5,50,0.78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,86.1238,2,26,0,0,0,3.5,388,not_useful
SCNIMOHN-idQkoWZKxZsuQ,5,66,0.772727273,0.939393939,0,0,0,0,0,0,0,0,0,0,0,0,98.6483,26,26,10,8.56E-05,0.001906558,4.5,477,not_useful
6n6oxQVkpv5oRpjf8D18SA,1,313,0.597444089,0.900958466,0,0,0,0,0,0,0,0,0,0,0,0,82.1094,522,92,61,0.000424,0.010392238,2.5,33,useful
UjmZTzr7UdyFVxCiYy0-bQ,3,52,0.846153846,0.884615385,0,0,0,0,0,0,0,0,0,0,0,0,90.6371,320,49,4,4.04E-06,0.001994269,3.5,696,not_useful
ko0_dPhRwPRK3X-Ay-w3zw,3,56,0.821428571,0.803571429,0,0,0,0,0,0,0,0,0,0,0,0,80.9734,5,8,0,0,0,4,196,useful
_8c9AJhnSjfg2Ywh3qaWTA,5,37,0.837837838,0.891891892,0,0,0,0,0,0,0,0,0,0,0,0,80.22,6,37,0,0,0,3.5,83,useful
E1xnTECDsoVGx6n2L7G2OQ,2,17,0.882352941,0.941176471,0,0,0,0,0,0,0,0,0,0,0.055555556,0,40.945,3,39,0,0,0,4,342,not_useful
YcVc3MTFP5kEO91dE38QpA,4,177,0.677966102,0.813559322,0.016949153,0,0,0,0,0,0,0,0,0,0,0,66.3214,143,13,78,0.000973,0.026267924,4,5,not_useful
HjpibZcZJ6idfdOl7d3qDA,5,159,0.65408805,0.842767296,0.012578616,0,0,0,0,0,0,0,0,0,0,0,76.215,27,13,0,0,0,3,1284,useful
zyHJcNGEwPKVieZeL0eJjA,1,63,0.793650794,0.904761905,0.015873016,0,0,0,0,0,0,0,0,0,0,0,76.8693,85,32,1,0,1.93E-05,4,25,not_useful
DHqyNgKfzdgnBRIwmye14A,5,96,0.739583333,0.822916667,0,0,0,0.010309278,0,0,0,0,0,0,0,0,88.9465,2,12,0,0,0,4,648,not_useful
4TWL_moCDsVW9gQBCfNTCg,5,20,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,88.2118,3,4,0,0,0,4,45,not_useful
aYnWkxE2l52_znYMvb1B0A,1,92,0.684782609,0.826086957,0.010869565,0,0,0,0,0,0,0,0,0,0,0,45.7577,126,68,1,0,7.02E-06,3.5,635,useful
C7nEAGx_etgF31sicgJuBQ,4,28,0.928571429,0.892857143,0,0,0,0,0,0,0,0,0,0,0,0,85.165,7,37,0,0,0,4,100,not_useful
5qx7PvY54HmegnaQngYSsg,5,91,0.714285714,0.868131868,0,0,0,0,0,0,0,0,0,0,0,0,96.18,3,42,0,0,0,5,60,useful
Zctw855bMQUXhWMMqLlCGw,5,114,0.745614035,0.877192982,0,0,0,0,0,0,0,0,0,0,0,0,73.8799,48,65,2,1.77E-07,0.000231,4,382,useful
rzrrwKrlIUJtMaFwE3MUwA,5,26,0.807692308,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,78.8215,15,57,1,0,4.06E-05,3.5,425,not_useful
VhM5NLlcgzx8fr-zm9pM7g,5,16,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,88.905,16,16,0,0,0,4,116,not_useful
fPUxM0d9rO7N2vWzFJTXZA,1,664,0.448795181,0.90813253,0.00753012,0,0,0,0,0,0,0,0,0,0,0,80.6761,4,46,0,0,0,3.5,162,useful
dXJjU4-SSICikibHWhy_BA,5,92,0.652173913,0.913043478,0,0,0,0.010752688,0,0,0,0,0,0,0,0,89.92,51,59,0,0,0,4.5,34,useful
Vs2qxP3y4TY-JTxqpyRYvQ,5,82,0.780487805,0.829268293,0,0,0,0,0,0,0,0,0,0,0,0,72.143,2,19,0,0,0,3.5,37,useful
ivcfICZmOY6_GphAxDglWA,2,64,0.828125,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,83.0295,4,27,0,0,0,2,8,not_useful
vVDe5VNj44v3irKYqrBw8A,1,63,0.841269841,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,69.4934,8,11,0,0,0,2.5,9,not_useful
6F-8Kb38We0np5EyA6GG1g,5,516,0.771317829,0.782945736,0.001937984,0,0,0,0,0,0,0,0,0,0,0,-17.4725,3448,90,316,0.009836443,0.093161527,4,444,useful
52-KCDabL2Ms4_rXJfbJbQ,5,33,0.818181818,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,81.14,8,10,1,0,0,5,49,not_useful
DIp8Coe5LhUm41L0IWXf1A,1,26,0.923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,107.347,19,67,5,0.000163,0.000458,3.5,178,useful
nvLYFQ4anh2NLPrnHBM1Lw,5,16,0.875,0.8125,0,0,0,0.058823529,0,0,0,0,0,0,0,0,62.7134,18,3,0,0,0,4,20,not_useful
v2rQqTnOOiwlt07JCPJmjw,5,202,0.693069307,0.876237624,0,0,0,0,0,0,0,0,0,0,0,0,73.6479,12,76,0,0,0,5,8,useful
ynuPRGjI1gDWITNjiYsyjQ,5,45,0.8,0.822222222,0,0,0,0,0,0,0,0,0,0,0,0,89.7621,650,60,16,0.000165,0.003725572,4,690,not_useful
XAdwNlO-lYVHbNhiXgjjWg,4,21,0.857142857,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,84.8117,11,10,0,0,0,3,609,not_useful
XNSmJFw_hSjUJA6IpdCPwg,2,473,0.488372093,0.936575053,0.006342495,0,0,0,0,0,0,0,0,0,0,0,90.3335,14,12,0,0,0,1,6,useful
wcFgcn0G6ViVbTZiEpF-MQ,5,28,0.821428571,0.964285714,0,0,0,0.034482759,0,0,0,0,0,0,0,0,88.735,26,28,14,0.000535,0.000193,4.5,33,useful
3jfMZv_ES2G0V10f9Fm_uw,5,28,0.714285714,0.857142857,0,0,0,0.034482759,0,0,0,0,0,0,0,0,49.65,5,4,0,0,0,5,13,not_useful
7V5GZjn1mlVQoPEan9J3jA,5,3,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,118.175,5,33,4,1.95E-05,0.000476,3.5,56,not_useful
yAvFgCDS27Br_3q0DqWUDQ,5,30,0.766666667,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,65.3769,5,25,0,0,0,4,973,not_useful
XJI-gOCbzx2OYejMOCXvDQ,4,110,0.772727273,0.854545455,0,0,0,0,0,0,0,0,0,0,0,0,85.8075,66,91,8,9.28E-05,0.000342,4.5,102,useful
fPN37Vt4pfk5iWCZqyJ92g,5,39,0.923076923,0.820512821,0.051282051,0,0,0,0,0,0,0,0,0,0,0,13.3164,15,16,1,0,0,2.5,72,not_useful
dlzahqYzzBlyluzus-s62Q,5,48,0.833333333,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,77.6125,58,79,0,0,0,4.5,1487,not_useful
dUukuwPBZWHn5SkTiawm4Q,5,208,0.653846154,0.894230769,0,0,0,0,0,0,0,0,0,0,0,0,61.967,29,60,2,6.02E-08,0.000704,4,35,useful
LMdMdlD2a9z-YINmQZ1BxQ,5,39,0.820512821,0.871794872,0,0,0,0,0,0,0,0,0,0,0,0,54.895,55,13,3,9.56E-06,8.08E-05,4.5,720,not_useful
"""-T0HMoOtFfxfK_auk_5FNQ""",1,253,0.56916996,0.889328063,0.015810277,0,0,0,0,0,0,0,0,0,0,0,97.5141,12,13,1,0,2.77E-06,3,94,useful
RziBGOJy383Gg_8rjK4a_w,5,72,0.722222222,0.861111111,0.013888889,0,0,0,0,0,0,0,0,0,0,0,85.6309,2,7,0,0,0,4.5,12,useful
9zi23SGlhPsl2SLnommuxw,4,31,0.838709677,0.935483871,0.032258065,0,0,0,0,0,0,0,0,0,0,0,65.7083,34,71,0,0,0,4.5,598,not_useful
9KO2-9p2nUxiwo304FWCHg,1,50,0.72,0.86,0,0,0,0,0,0,0,0,0,0,0.019607843,0,56.3288,1,5,0,0,0,3.5,125,useful
p16i202gQCelkVxC1jxARw,4,106,0.839622642,0.896226415,0.018867925,0,0,0,0,0,0,0,0,0,0,0,79.1244,498,17,13,2.27E-05,0.006380153,3.5,552,useful
gGsjgwpb2Ex4dYKMkfzt9g,5,41,0.829268293,0.975609756,0,0,0,0,0,0,0,0,0,0,0,0,76.1909,24,13,0,0,0,3.5,85,not_useful
XRL7UFBv9eY9Y2rHNcHqeg,3,118,0.669491525,0.872881356,0,0,0,0.008403361,0,0,0,0,0,0,0,0,90.1592,145,23,2,5.94E-08,4.32E-05,4,119,useful
eZEOEdoutZIzzwSTiCMRlA,5,48,0.8125,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,69.25,1,2,0,0,0,4,41,not_useful
oiHZC8WmOzg8re7uS7cpTA,5,42,0.857142857,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,69.785,34,47,1,0,2.30E-06,3,11,not_useful
rx4o2AXYUZjoCqfrQb28ZA,5,39,0.846153846,0.820512821,0,0,0,0,0,0,0,0,0,0,0,0,76.6345,1,33,0,0,0,5,5,not_useful
S8pQXlqAQhkkARBvOA0s4A,4,21,0.857142857,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,100.015,25,16,0,0,0,4,1818,not_useful
58icL0J0hqKXFsobpdrcoA,5,70,0.771428571,0.871428571,0,0,0,0,0,0,0,0,0,0,0,0,72.6721,2,30,0,0,0,4.5,50,not_useful
dqNjfTBYrrqT5oeWy2H-9A,4,165,0.654545455,0.909090909,0.012121212,0,0,0,0,0,0,0,0,0,0,0,78.8257,350,59,3,5.75E-07,0.000449,3,1728,useful
NafVusBcSk9Hzilcqwyb4A,3,193,0.720207254,0.911917098,0.005181347,0,0,0,0,0,0,0,0,0,0,0,67.5911,136,27,192,0.005656524,0.021216695,3,138,useful
rKPUm3Xr35saMLldkpLhtQ,3,37,0.810810811,0.837837838,0,0,0,0,0,0,0,0,0,0,0,0,69.675,5,5,0,0,0,3,587,not_useful
lm2q1WyB4wyXYb9O38Bd7Q,2,106,0.735849057,0.896226415,0,0,0,0,0,0,0,0,0,0,0,0,109.5057,11,50,0,0,0,3,1284,not_useful
_LepnfW9_ZeiGJKn-RI1mg,1,173,0.612716763,0.895953757,0.005780347,0,0,0,0,0,0,0,0,0,0.005747126,0.005747126,81.1957,5,6,0,0,0,4.5,68,useful
Zh6z_wO58fhMSk08toZwxQ,5,147,0.74829932,0.884353741,0,0,0,0,0,0,0,0,0,0,0,0,69.4338,728,94,50,0.000143,0.010215725,4.5,54,useful
oj1qplrqDwQKXmxsZEvZ0A,4,110,0.627272727,0.918181818,0,0,0,0,0,0,0,0,0,0,0,0,84.2635,228,27,129,0.002619304,0.021016604,4,193,useful
RRWTF6g2F1DcnvqMF1pIEQ,2,19,0.894736842,0.947368421,0,0,0,0,0,0,0,0,0,0,0,0,90.2461,9,32,0,0,0,3.5,36,not_useful
QCxucSapI8c5Q6yA8PYAfw,2,74,0.72972973,0.891891892,0.054054054,0,0,0,0,0,0,0,0,0,0,0,78.4507,11,47,0,0,0,3,110,useful
o3izHMlDhUA5lH3qlXF55A,4,53,0.849056604,0.924528302,0,0,0,0,0,0,0,0,0,0,0,0,82.8464,340,38,6,8.34E-05,0.000885,3,439,not_useful
jEqpHhGrGCWOLOHQlQddTg,5,82,0.658536585,0.87804878,0,0,0,0,0,0,0,0,0,0,0,0,61.8819,6,33,0,0,0,3,48,not_useful
oegbildYKivURAh2S4fC5g,4,120,0.775,0.875,0,0,0,0,0,0,0,0,0,0,0,0,66.2737,277,47,13,6.24E-06,0.005585491,4.5,165,useful
nNTfJzcD8KsS8s6FBH_ljw,5,42,0.857142857,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,66.063,14,43,0,0,0,4.5,174,not_useful
KgbH-ceWwvwO3LnDn781mA,3,77,0.701298701,0.935064935,0,0,0,0,0,0,0,0,0,0,0,0,95.4054,237,68,81,0.00084,0.02833,4,674,useful
mtRjM8xSmZhsRY35OrvgJw,4,162,0.722222222,0.882716049,0.018518519,0,0,0,0,0,0,0,0,0,0,0,79.3214,18,68,0,0,0,4.5,187,not_useful
6sQ1xYHq5ayqqMK8Len7LQ,4,35,0.942857143,0.828571429,0,0,0,0,0,0,0,0,0,0,0,0,98.4114,773,95,2,6.73E-08,3.41E-05,4,429,not_useful
y9cuyHNdl2tddF3V40zsaw,3,150,0.76,0.793333333,0.006666667,0,0,0,0,0,0,0,0,0,0,0,78.4879,466,91,6,1.86E-05,0.002332797,4,570,useful
DFRmHLJPMtj4oMe3FnLzwQ,5,101,0.663366337,0.871287129,0,0,0,0,0,0,0,0,0,0,0,0,84.4157,340,38,6,8.34E-05,0.000885,5,16,not_useful
_Ddi8S6VW8g3v6i6sWWqUw,5,30,0.8,0.966666667,0,0,0,0,0,0,0,0,0,0,0,0,83.9616,7,24,0,0,0,5,27,useful
G6O3b43A_bT0-BzzpjPuLw,5,23,0.869565217,0.956521739,0,0,0,0,0,0,0,0,0,0,0,0,58.505,23,41,22,9.35E-05,0.001049043,4.5,1922,useful
LBxo9WNUeS1cOsUzqjLOvw,5,30,0.766666667,0.966666667,0,0,0,0,0,0,0,0,0,0,0,0,70.8,242,24,19,0.000251,0.002822477,4.5,78,useful
LITtl6U6l11uTSL4pvmRpg,4,174,0.643678161,0.896551724,0,0,0,0,0,0,0,0,0,0,0,0,88.0672,65,2,18,0.000293,0.006976963,4,465,useful
eIQUQwLj3mfh2bNd8t1iOA,4,306,0.607843137,0.875816993,0,0,0,0,0,0,0,0,0,0,0,0,72.1938,507,20,83,0.001323626,0.011826328,3,204,useful
BKW8XqUln84qw1QPLrPAsw,5,13,1,0.692307692,0,0,0,0.071428571,0,0,0,0,0,0,0,0,73.172,9,46,0,0,0,4.5,748,not_useful
tX1g1_w4mHlBkpVqV0uW1w,3,164,0.615853659,0.914634146,0,0,0,0,0,0,0,0,0,0,0,0,92.1008,150,16,82,0.001006838,0.01263184,4,342,not_useful
LkZooFBN3KzAvFtDVzjlwg,4,28,1,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,56.255,81,12,15,0.000358,0.000289,4,167,not_useful
Yub6bKtsijo1xnnUfk4xTw,5,29,0.827586207,0.965517241,0,0,0,0.033333333,0,0,0,0,0,0,0,0,94.7093,4,11,1,0,0.000254,4,546,not_useful
Dt4vsKCbA4WkD8z4mLIg2A,4,27,0.888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,72.6677,17,46,0,0,0,4,113,not_useful
aAO5ieQgYdDFl5V-wHXjHA,5,67,0.805970149,0.865671642,0,0,0,0,0,0,0,0,0,0,0,0,83.4475,3,1,0,0,0,4,279,not_useful
yM3oW8_1oC-tstq1prRdeQ,5,8,0.875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,77.905,18,27,0,0,0,4,1368,not_useful
9CCxM74lznVEYIWkfhlWkg,4,51,0.803921569,0.901960784,0.019607843,0,0,0,0,0,0,0,0,0,0,0,44.1234,577,75,123,0.000768,0.01974059,4,137,useful
uaBK4Kq7lcV5d5l1n_eVRg,1,45,0.733333333,0.844444444,0.044444444,0,0,0,0,0,0,0,0,0,0,0,101.0143,78,25,42,0.000317,0.011039622,2.5,3,useful
P4rj1zjwIIf4xcpKjxYGpw,4,80,0.775,0.825,0,0,0,0,0,0,0,0,0,0,0,0,71.44,114,33,13,0.000185,0.004928925,3.5,200,not_useful
tRREGm6N5WdcFOooHHhwxA,5,20,0.75,0.85,0,0,0,0,0,0,0,0,0,0,0,0,85.0707,6,8,0,0,0,4.5,23,not_useful
uHMZKYtRVjH7Mo6HjoMTNQ,3,233,0.592274678,0.849785408,0,0,0,0,0,0,0,0,0,0,0.004273504,0,73.7346,113,28,164,0.001274655,0.051653472,4,128,useful
6XyDm_YqIx8Luaur8f9Ffg,5,158,0.689873418,0.848101266,0.006329114,0,0,0,0,0,0,0,0,0,0,0,58.738,10,16,0,0,0,5,3,not_useful
OUIrzKZj66mSem3BR2PkwA,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,116.145,32,21,0,0,0,2.5,342,useful
cNrOcDPX2ztPllnLED007Q,5,110,0.627272727,0.918181818,0.018181818,0,0,0.045045045,0,0,0,0,0,0,0,0,72.4277,695,73,21,0.000124,0.004883188,4,21,useful
8gsk4TKzW4UdBn7oH4Ov0w,1,24,0.791666667,0.791666667,0,0,0,0,0,0,0,0,0,0,0,0,91.7921,2,2,0,0,0,4,95,not_useful
HWeVFewlnw-YwMMZylJrwQ,5,30,0.866666667,0.9,0,0,0,0,0,0,0,0,0,0,0,0,86.1876,4,33,0,0,0,4.5,210,not_useful
YXFkA42qbYiD1LqgVZguWw,5,20,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,56.2778,25,11,1,0,7.59E-05,4,381,not_useful
31r2Y-i1RhCE3F5Vn17ihg,5,29,0.827586207,0.931034483,0,0,0,0,0,0,0,0,0,0,0,0,98.6538,20,91,0,0,0,4.5,780,not_useful
KlCN-NcUKrnCDl_Mdau80Q,4,90,0.744444444,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,96.0796,59,53,45,0.000611,0.017361578,4.5,447,not_useful
BqKIKTHuP8BpMlNYTn497w,5,15,1,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,53.9711,27,8,1,0,0.000938,4,716,not_useful
NqCPTTACxnIxUbnO2dVTjA,5,30,0.866666667,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,92.42,20,11,0,0,0,4,478,not_useful
qY-b2X_hYlgtcPqQJkm9ng,5,32,0.78125,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,70.7833,2,42,0,0,0,4,26,not_useful
UpowBgzJFeSf1mXQ0MQuWA,5,25,0.92,0.84,0,0,0,0,0,0,0,0,0,0,0,0,46.1189,7,4,0,0,0,4.5,168,useful
Y6NC8B7F1-BEmF2wFxppeA,4,36,0.722222222,0.722222222,0,0,0,0,0,0,0,0,0,0,0,0,79.1288,10,39,0,0,0,3.5,138,useful
oaG_HuxF4xSI0upBtUKm4A,1,93,0.774193548,0.870967742,0.064516129,0,0,0,0,0,0,0,0,0,0,0,60.0429,663,33,47,0.000348,0.007999563,4,305,useful
kuRMxlC_ol_Jy9Y5gX26iw,5,102,0.725490196,0.931372549,0,0,0,0,0,0,0,0,0,0,0,0,75.0772,53,74,2,5.98E-06,0.00148655,4.5,144,useful
Ux_BL3Xolup5XbH3LHU4Kg,4,24,0.875,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,85.915,10,3,0,0,0,4,1154,not_useful
e3g_3fOH_4Ix5AOMHsKG3Q,5,117,0.700854701,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,74.9196,3,12,0,0,0,5,14,not_useful
FpYJchiGBzuoCQr5wVXmSQ,3,22,0.909090909,0.681818182,0,0,0,0,0,0,0,0,0,0,0,0,74.8443,6,4,0,0,0,2.5,21,not_useful
-os1VIoEWOrSj1-6gjHBhg,5,56,0.875,0.821428571,0.017857143,0,0,0.01754386,0,0,0,0.01754386,0,0,0,0,99.858,42,20,1,0,1.49E-05,3.5,120,not_useful
